Sum - 11,Data,,
key,S_1,S_2,Total Result
314284,1,1,2
314285,1,1,2
314286,1,1,2
314287,1,1,2
314288,1,1,2
314289,1,1,2
314290,1,1,2
314291,1,1,2
314292,1,1,2
314293,1,1,2
314294,1,1,2
314295,1,1,2
314296,1,1,2
314297,1,1,2
314298,1,1,2
314299,1,1,2
314300,1,1,2
314301,1,1,2
314302,1,1,2
314303,1,1,2
314304,1,,1
314305,1,1,2
314306,0,,0
314307,1,1,2
314308,1,1,2
314309,1,1,2
314310,1,1,2
314311,1,1,2
314312,1,1,2
314313,1,1,2
314314,1,1,2
314315,1,1,2
314316,1,1,2
314317,1,1,2
314318,1,1,2
314319,1,1,2
314320,1,1,2
314321,1,1,2
314322,1,1,2
314323,1,1,2
314324,1,1,2
314325,1,1,2
314326,1,1,2
314327,1,1,2
314328,1,1,2
314329,1,1,2
314330,1,1,2
314331,1,1,2
314332,0,,0
314333,1,1,2
314334,1,1,2
314335,1,1,2
314336,1,1,2
314337,1,1,2
314338,1,1,2
314339,1,1,2
314340,1,1,2
314341,1,,1
314342,1,,1
314343,1,,1
314344,1,1,2
314345,1,1,2
314346,1,1,2
314347,1,1,2
314348,1,1,2
314349,1,1,2
314350,1,1,2
314351,1,1,2
314352,1,1,2
314353,1,1,2
314354,1,1,2
314355,1,1,2
314356,1,1,2
314357,1,1,2
314358,1,1,2
314359,1,1,2
314360,1,1,2
314361,1,1,2
314362,1,1,2
314363,1,1,2
314364,1,1,2
314365,1,1,2
314366,1,1,2
314367,1,1,2
314368,1,1,2
314369,1,1,2
314370,1,1,2
314371,1,1,2
314372,1,1,2
314373,1,1,2
314374,1,1,2
314375,1,1,2
314376,1,1,2
314377,1,1,2
314378,1,1,2
314379,1,1,2
314380,1,1,2
314381,1,1,2
314382,1,1,2
314383,1,1,2
314384,1,1,2
314385,1,1,2
314386,1,1,2
314387,1,1,2
314388,1,1,2
314389,1,1,2
314390,1,1,2
314391,1,1,2
314392,1,1,2
314393,1,1,2
314394,1,1,2
314395,1,1,2
314396,1,,1
314397,1,,1
314398,1,,1
314399,1,,1
314400,1,,1
314401,1,,1
314402,1,,1
314403,1,1,2
314404,1,1,2
314405,1,1,2
314406,1,1,2
314407,1,1,2
314408,1,1,2
314409,1,1,2
314410,1,1,2
314411,1,1,2
314412,1,1,2
314413,1,1,2
314414,1,1,2
314415,1,1,2
314416,1,1,2
314417,1,1,2
314418,1,1,2
314419,1,1,2
314420,1,1,2
314421,1,1,2
314422,1,1,2
314423,1,,1
314424,1,1,2
314425,1,,1
314426,1,,1
314427,1,1,2
314428,1,1,2
314429,1,1,2
314430,1,1,2
314431,1,1,2
314432,1,1,2
314433,1,1,2
314434,1,1,2
314435,1,1,2
314436,1,1,2
314437,1,1,2
314438,1,1,2
314439,1,1,2
314440,1,1,2
314441,1,,1
314442,1,1,2
314443,1,1,2
314444,1,1,2
314445,1,1,2
314446,1,1,2
314447,1,1,2
314448,1,1,2
314449,1,1,2
314450,1,1,2
314451,1,1,2
314452,1,1,2
314453,1,1,2
314454,1,1,2
314455,1,1,2
314456,1,1,2
314457,1,1,2
314458,1,1,2
314459,1,1,2
314460,1,1,2
314461,1,1,2
314462,1,1,2
314463,1,1,2
314464,1,1,2
314465,1,1,2
314466,1,1,2
314467,1,1,2
314468,1,1,2
314469,1,1,2
314470,1,1,2
314471,1,1,2
314472,1,1,2
314473,1,1,2
314474,1,1,2
314475,1,1,2
314476,1,1,2
314477,1,1,2
314478,1,1,2
314479,1,1,2
314480,1,1,2
314481,1,1,2
314482,1,1,2
314483,1,1,2
314484,1,1,2
314485,1,1,2
314486,1,1,2
314487,1,1,2
314488,1,1,2
314489,1,1,2
314490,1,1,2
314491,1,1,2
314492,1,1,2
314493,1,1,2
314494,1,1,2
314495,1,1,2
314496,1,1,2
314497,1,1,2
314498,1,1,2
314499,1,1,2
314500,1,1,2
314501,1,1,2
314502,1,1,2
314503,1,1,2
314504,1,1,2
314505,1,1,2
314506,1,1,2
314507,1,1,2
314508,1,1,2
314509,1,1,2
314510,1,1,2
314511,1,1,2
314512,1,1,2
314513,1,1,2
314514,1,1,2
314515,1,1,2
314516,1,1,2
314517,1,1,2
314518,1,1,2
314519,1,1,2
314520,1,1,2
314521,1,1,2
314522,1,1,2
314523,1,1,2
314524,1,1,2
314525,1,1,2
314526,1,1,2
314527,1,1,2
314528,1,1,2
314529,1,1,2
314531,1,1,2
314532,1,1,2
314533,1,1,2
314534,1,1,2
314535,1,1,2
314536,1,1,2
314537,1,1,2
314538,1,1,2
314539,1,1,2
314540,1,1,2
314541,1,1,2
314542,1,1,2
314543,1,1,2
314544,1,1,2
314545,1,1,2
314546,1,1,2
314547,1,1,2
314548,1,1,2
314549,1,1,2
314550,1,1,2
314551,1,1,2
314552,1,1,2
314553,1,1,2
314554,1,1,2
314555,1,1,2
314556,1,1,2
314557,1,1,2
314558,1,1,2
314559,1,1,2
314560,1,1,2
314561,1,1,2
314562,1,1,2
314563,1,1,2
314564,1,1,2
314565,1,,1
314566,1,1,2
314567,1,1,2
314568,1,1,2
314569,1,1,2
314570,1,1,2
314571,1,1,2
314572,1,1,2
314573,1,1,2
314574,1,1,2
314575,1,1,2
314576,1,1,2
314577,1,1,2
314578,1,1,2
314579,1,1,2
314580,1,1,2
314581,1,1,2
314582,1,1,2
314583,1,1,2
314584,1,1,2
314585,1,1,2
314586,1,1,2
314587,1,1,2
314588,1,1,2
314589,1,1,2
314590,1,1,2
314591,1,1,2
314592,1,1,2
314593,1,1,2
314594,1,1,2
314595,1,1,2
314596,1,1,2
314597,1,1,2
314598,1,1,2
314599,1,1,2
314600,1,1,2
314601,1,1,2
314602,1,1,2
314603,1,1,2
314604,1,1,2
314605,1,1,2
314606,1,1,2
314607,1,1,2
314608,1,1,2
314609,1,1,2
314610,1,1,2
314611,1,1,2
314612,1,1,2
314613,1,1,2
314614,1,1,2
314615,1,1,2
314616,1,1,2
314619,1,1,2
314620,1,,1
314621,1,,1
314622,1,1,2
314623,1,1,2
314624,1,1,2
314625,1,,1
314626,1,1,2
314627,1,,1
314628,1,,1
314629,1,,1
314630,1,,1
314631,1,,1
314632,1,1,2
314633,1,1,2
314634,1,1,2
314635,1,1,2
314636,1,1,2
314637,1,1,2
314638,1,1,2
314639,1,1,2
314640,1,1,2
314641,1,1,2
314642,1,1,2
314643,1,1,2
314644,1,1,2
314645,1,1,2
314646,1,1,2
314647,1,1,2
314648,1,1,2
314649,1,1,2
314650,1,1,2
314651,1,1,2
314652,1,1,2
314653,1,1,2
314654,1,1,2
314655,1,1,2
314656,1,1,2
314657,1,1,2
314658,1,1,2
314659,1,1,2
314660,1,1,2
314661,1,1,2
314662,1,1,2
314663,1,1,2
314664,1,1,2
314665,1,1,2
314666,1,1,2
314667,1,1,2
314668,1,1,2
314669,1,1,2
314670,1,1,2
314671,1,1,2
314672,1,1,2
314673,1,1,2
314674,1,1,2
314675,1,1,2
314676,1,1,2
314677,1,1,2
314678,1,1,2
314679,1,1,2
314680,1,1,2
314681,1,1,2
314682,1,1,2
314683,1,1,2
314684,1,1,2
314685,1,1,2
314686,1,1,2
314687,1,1,2
314688,1,1,2
314689,1,1,2
314690,1,1,2
314691,1,1,2
314692,1,1,2
314693,1,1,2
314694,1,1,2
314695,1,1,2
314696,1,1,2
314697,1,1,2
314698,1,1,2
314699,1,1,2
314700,1,1,2
314701,1,1,2
314702,1,1,2
314703,1,1,2
314704,1,1,2
314705,1,1,2
314706,1,1,2
314707,1,1,2
314708,1,1,2
314709,1,1,2
314710,1,1,2
314711,1,1,2
314712,1,,1
314713,1,,1
314714,1,,1
314715,1,,1
314716,1,1,2
314717,1,1,2
314718,1,1,2
314719,1,1,2
314720,1,1,2
314721,1,1,2
314722,1,1,2
314723,1,1,2
314724,1,1,2
314725,1,1,2
314726,1,1,2
314727,1,1,2
314728,1,1,2
314729,1,1,2
314730,1,1,2
314731,1,1,2
314732,1,1,2
314733,1,1,2
314734,1,1,2
314735,1,1,2
314736,1,1,2
314737,1,1,2
314738,1,1,2
314739,1,1,2
314740,1,1,2
314741,1,1,2
314742,1,1,2
314743,1,1,2
314744,1,1,2
314745,1,1,2
314746,1,1,2
314747,1,1,2
314748,1,1,2
314749,1,1,2
314750,1,1,2
314751,1,1,2
314752,1,1,2
314753,1,1,2
314754,1,1,2
314755,1,1,2
314756,1,1,2
314757,1,1,2
314758,1,1,2
314759,1,1,2
314760,1,1,2
314761,1,1,2
314762,1,1,2
314763,1,1,2
314764,1,1,2
314765,1,1,2
314766,1,1,2
314767,1,1,2
314768,1,1,2
314769,1,1,2
314770,1,1,2
314771,1,1,2
314772,1,1,2
314773,1,1,2
314774,1,1,2
314775,1,1,2
314776,1,1,2
314777,1,1,2
314778,1,1,2
314779,1,1,2
314780,1,1,2
314781,1,1,2
314782,1,1,2
314783,1,1,2
314784,1,1,2
314785,1,1,2
314786,1,1,2
314787,1,1,2
314788,1,1,2
314789,1,1,2
314790,1,1,2
314791,1,1,2
314792,1,1,2
314793,1,1,2
314794,1,1,2
314795,1,1,2
314796,1,1,2
314797,1,1,2
314798,1,1,2
314799,1,1,2
314800,1,1,2
314801,1,1,2
314802,1,1,2
314803,1,1,2
314804,1,1,2
314805,1,1,2
314806,1,1,2
314807,1,1,2
314808,1,1,2
314809,1,1,2
314810,1,1,2
314811,1,1,2
314812,1,1,2
314813,1,1,2
314814,1,1,2
314815,1,1,2
314816,1,1,2
314817,1,1,2
314818,1,1,2
314819,1,1,2
314820,1,1,2
314821,1,1,2
314822,1,1,2
314823,1,1,2
314824,1,1,2
314825,1,1,2
314826,1,1,2
314827,1,1,2
314828,1,1,2
314829,1,1,2
314830,1,1,2
314831,1,1,2
314832,1,1,2
314833,1,1,2
314834,1,1,2
314835,1,1,2
314836,1,1,2
314837,1,1,2
314838,1,1,2
314839,1,1,2
314840,1,1,2
314841,1,1,2
314842,1,1,2
314843,1,1,2
314844,1,1,2
314845,1,1,2
314846,1,1,2
314847,1,1,2
314848,1,1,2
314849,1,1,2
314850,1,1,2
314851,1,1,2
314852,1,1,2
314853,1,1,2
314854,1,1,2
314855,1,1,2
314856,1,1,2
314857,1,1,2
314858,1,1,2
314859,1,1,2
314860,1,1,2
314861,1,1,2
314862,1,1,2
314863,1,1,2
314864,1,1,2
314865,1,1,2
314866,1,1,2
314867,1,1,2
314868,1,1,2
314869,1,1,2
314870,1,1,2
314871,1,1,2
314872,1,1,2
314873,1,1,2
314874,1,1,2
314875,1,1,2
314876,1,1,2
314877,1,1,2
314878,1,1,2
314879,1,1,2
314880,1,1,2
314881,1,1,2
314882,1,1,2
314883,1,1,2
314884,1,1,2
314885,1,1,2
314886,1,1,2
314887,1,1,2
314888,1,1,2
314889,1,1,2
314890,1,1,2
314891,1,1,2
314892,1,1,2
314893,1,1,2
314894,1,1,2
314895,1,1,2
314896,1,1,2
314897,1,1,2
314898,1,1,2
314899,1,1,2
314900,1,1,2
314901,1,1,2
314902,1,1,2
314903,1,1,2
314904,1,1,2
314905,1,1,2
314906,1,1,2
314907,1,1,2
314908,1,1,2
314909,1,1,2
314910,1,1,2
314911,1,1,2
314912,1,1,2
314913,1,1,2
314914,1,1,2
314915,1,1,2
314916,1,1,2
314917,1,1,2
314918,1,1,2
314919,1,1,2
314920,1,1,2
314921,1,1,2
314922,1,1,2
314923,1,1,2
314924,1,1,2
314925,1,1,2
314926,1,1,2
314927,1,1,2
314928,1,1,2
314929,1,1,2
314930,1,1,2
314931,1,1,2
314932,1,1,2
314933,1,1,2
314934,1,1,2
314935,1,1,2
314936,1,1,2
314937,1,1,2
314938,1,1,2
314939,1,1,2
314940,1,1,2
314941,1,1,2
314942,1,1,2
314943,1,1,2
314944,1,1,2
314945,1,1,2
314946,1,1,2
314947,1,1,2
314948,1,1,2
314949,1,1,2
314950,1,1,2
314951,1,1,2
314952,1,1,2
314953,1,1,2
314954,1,1,2
314955,1,1,2
314956,1,1,2
314957,1,1,2
314958,1,1,2
314959,1,1,2
314960,1,1,2
314961,1,1,2
314962,1,1,2
314963,1,1,2
314964,1,1,2
314965,1,1,2
314966,1,1,2
314967,1,1,2
314968,1,1,2
314969,1,1,2
314970,1,1,2
314971,1,1,2
314972,1,1,2
314973,1,1,2
314974,1,1,2
314975,1,1,2
314976,1,1,2
314977,1,1,2
314978,1,1,2
314979,1,1,2
314980,1,1,2
314981,1,1,2
314982,1,1,2
314983,1,1,2
314984,1,1,2
314985,1,1,2
314986,1,1,2
314987,1,1,2
314988,1,1,2
314989,1,1,2
314990,1,1,2
314991,1,1,2
314992,1,1,2
314993,1,1,2
314994,1,1,2
314995,1,1,2
314996,1,1,2
314997,1,1,2
314998,1,1,2
314999,1,1,2
315000,1,1,2
315001,1,1,2
315002,1,1,2
315003,1,1,2
315004,1,1,2
315005,1,1,2
315006,1,1,2
315007,1,1,2
315008,1,1,2
315009,1,1,2
315010,1,1,2
315011,1,1,2
315012,1,1,2
315013,1,1,2
315014,1,1,2
315015,1,1,2
315016,1,1,2
315017,1,1,2
315018,1,1,2
315019,1,1,2
315020,1,1,2
315021,1,1,2
315022,1,1,2
315023,1,1,2
315024,1,1,2
315025,1,1,2
315026,1,1,2
315027,1,1,2
315028,1,1,2
315029,1,1,2
315030,1,1,2
315031,1,1,2
315032,1,1,2
315033,1,1,2
315034,1,1,2
315035,1,1,2
315036,1,1,2
315037,1,1,2
315038,1,1,2
315039,1,1,2
315040,1,1,2
315041,1,1,2
315042,1,1,2
315043,1,1,2
315044,1,1,2
315045,1,1,2
315046,1,1,2
315047,1,1,2
315048,1,1,2
315049,1,1,2
315050,1,1,2
315051,1,1,2
315052,1,1,2
315053,1,1,2
315054,1,1,2
315055,1,1,2
315056,1,1,2
315057,1,1,2
315058,1,1,2
315059,1,1,2
315060,1,1,2
315061,1,1,2
315062,1,1,2
315063,1,1,2
315064,1,1,2
315065,1,1,2
315066,1,1,2
315067,1,1,2
315068,1,1,2
315069,1,1,2
315070,1,1,2
315071,1,1,2
315072,1,1,2
315073,1,1,2
315074,1,1,2
315075,1,1,2
315076,1,1,2
315077,1,1,2
315078,1,1,2
315079,1,1,2
315080,1,1,2
315081,1,1,2
315082,1,1,2
315083,1,1,2
315084,1,1,2
315085,1,1,2
315086,1,1,2
315087,1,1,2
315088,1,1,2
315089,1,1,2
315090,1,1,2
315091,1,1,2
315092,1,1,2
315093,1,1,2
315094,1,1,2
315095,1,1,2
315096,1,1,2
315097,1,1,2
315098,1,1,2
315099,1,1,2
315100,1,1,2
315101,1,1,2
315102,1,1,2
315103,1,1,2
315104,1,1,2
315105,1,1,2
315106,1,1,2
315107,1,1,2
315108,1,1,2
315109,1,1,2
315110,1,1,2
315111,1,1,2
315112,1,1,2
315113,1,1,2
315114,1,1,2
315115,1,1,2
315116,1,1,2
315117,1,1,2
315118,1,1,2
315119,1,1,2
315120,1,1,2
315121,1,1,2
315122,1,1,2
315123,1,1,2
315124,1,1,2
315125,1,1,2
315126,1,1,2
315127,1,1,2
315128,1,1,2
315129,1,1,2
315130,1,1,2
315131,1,1,2
315132,1,1,2
315133,1,1,2
315134,1,1,2
315135,1,1,2
315136,1,1,2
315137,1,1,2
315138,1,1,2
315139,1,1,2
315140,1,1,2
315141,1,1,2
315142,1,1,2
315143,1,1,2
315144,1,1,2
315145,1,1,2
315146,1,1,2
315147,1,1,2
315148,1,1,2
315149,1,1,2
315150,1,1,2
315151,1,1,2
315152,1,1,2
315153,1,1,2
315154,1,1,2
315155,1,1,2
315156,1,1,2
315157,1,1,2
315158,1,1,2
315159,1,1,2
315160,1,1,2
315161,1,1,2
315162,1,1,2
315163,1,1,2
315164,1,1,2
315165,1,1,2
315166,1,1,2
315167,1,1,2
315168,1,1,2
315169,1,1,2
315170,1,1,2
315171,1,1,2
315172,1,1,2
315173,1,1,2
315174,1,1,2
315175,1,1,2
315176,1,1,2
315177,1,1,2
315178,1,1,2
315179,1,1,2
315180,1,1,2
315181,1,1,2
315182,1,1,2
315183,1,1,2
315184,1,1,2
315185,1,1,2
315186,1,1,2
315187,1,1,2
315188,1,1,2
315189,1,1,2
315190,1,1,2
315191,1,1,2
315192,1,1,2
315193,1,1,2
315194,1,1,2
315195,1,1,2
315196,1,1,2
315197,1,1,2
315198,1,1,2
315199,1,1,2
315200,1,1,2
315201,1,1,2
315202,1,1,2
315203,1,1,2
315204,1,1,2
315205,1,1,2
315206,1,1,2
315207,1,1,2
315208,1,1,2
315209,1,1,2
315210,1,1,2
315211,1,1,2
315212,1,1,2
315213,1,1,2
315214,1,1,2
315215,1,1,2
315216,1,1,2
315217,1,1,2
315218,1,1,2
315219,1,1,2
315220,1,1,2
315221,1,1,2
315222,1,1,2
315223,1,1,2
315224,1,1,2
315225,1,1,2
315226,1,1,2
315227,1,1,2
315228,1,1,2
315229,1,1,2
315230,1,1,2
315231,1,1,2
315232,1,1,2
315233,1,1,2
315234,1,1,2
315235,1,1,2
315236,1,1,2
315237,1,1,2
315238,1,1,2
315239,1,1,2
315240,1,1,2
315241,1,1,2
315242,1,1,2
315243,1,1,2
315244,1,1,2
315245,1,1,2
315246,1,1,2
315247,1,1,2
315248,1,1,2
315249,1,1,2
315250,1,1,2
315251,1,1,2
315252,1,1,2
315253,1,1,2
315254,1,1,2
315255,1,1,2
315256,1,1,2
315257,1,1,2
315258,1,1,2
315259,1,1,2
315260,1,1,2
315261,1,1,2
315262,1,1,2
315263,1,1,2
315264,1,1,2
315265,1,1,2
315266,1,1,2
315267,1,1,2
315268,1,1,2
315269,1,1,2
315270,1,1,2
315271,1,1,2
315272,1,1,2
315273,1,1,2
315274,1,1,2
315275,1,1,2
315276,1,1,2
315277,1,1,2
315278,1,1,2
315279,1,1,2
315280,1,1,2
315281,1,1,2
315282,1,1,2
315283,1,1,2
315284,1,1,2
315285,1,1,2
315286,1,1,2
315287,1,1,2
315288,1,1,2
315289,1,1,2
315290,1,1,2
315291,1,1,2
315292,1,1,2
315293,1,1,2
315294,1,1,2
315295,1,1,2
315296,1,1,2
315297,1,1,2
315298,1,1,2
315299,1,1,2
315300,1,1,2
315301,1,1,2
315302,1,1,2
315303,1,1,2
315304,1,1,2
315305,1,1,2
315306,1,1,2
315307,1,1,2
315308,1,1,2
315309,1,1,2
315310,1,1,2
315311,1,1,2
315312,1,1,2
315313,1,1,2
315314,1,1,2
315315,1,1,2
315316,1,1,2
315317,1,1,2
315318,1,1,2
315319,1,1,2
315320,1,1,2
315321,1,1,2
315322,1,1,2
315323,1,1,2
315324,1,1,2
315325,1,1,2
315326,1,1,2
315327,1,1,2
315328,1,1,2
315329,1,1,2
315330,1,1,2
315331,1,1,2
315332,1,1,2
315333,1,1,2
315334,1,1,2
315335,1,1,2
315336,1,1,2
315337,1,1,2
315338,1,1,2
315339,1,1,2
315340,1,1,2
315341,1,1,2
315342,1,1,2
315343,1,1,2
315344,1,1,2
315345,1,1,2
315346,1,1,2
315347,1,1,2
315348,1,1,2
315349,1,1,2
315350,1,1,2
315351,1,1,2
315352,1,1,2
315353,1,1,2
315354,1,1,2
315355,1,1,2
315356,1,1,2
315357,1,1,2
315358,1,1,2
315359,1,1,2
315360,1,1,2
315361,1,1,2
315362,1,1,2
315363,1,1,2
315364,1,1,2
315365,1,1,2
315366,1,1,2
315367,1,1,2
315368,1,1,2
315369,1,1,2
315370,1,1,2
315371,1,1,2
315372,1,1,2
315373,1,1,2
315374,1,1,2
315375,1,1,2
315376,1,1,2
315377,1,1,2
315378,1,1,2
315379,1,1,2
315380,1,1,2
315381,1,1,2
315382,1,1,2
315383,1,1,2
315384,1,1,2
315385,1,1,2
315386,1,1,2
315387,1,1,2
315388,1,1,2
315389,1,1,2
315390,1,1,2
315391,1,1,2
315392,1,1,2
315393,1,1,2
315394,1,1,2
315395,1,1,2
315396,1,1,2
315397,1,1,2
315398,1,1,2
315399,1,1,2
315400,1,1,2
315401,1,1,2
315402,1,1,2
315403,1,1,2
315404,1,1,2
315405,1,1,2
315406,1,1,2
315407,1,1,2
315408,1,1,2
315409,1,1,2
315410,1,1,2
315411,1,1,2
315412,1,1,2
315413,1,1,2
315414,1,1,2
315415,1,1,2
315416,1,1,2
315417,1,1,2
315418,1,1,2
315419,1,1,2
315420,1,1,2
315421,1,1,2
315422,1,1,2
315423,1,1,2
315424,1,1,2
315425,1,1,2
315426,1,1,2
315427,1,1,2
315428,1,1,2
315429,1,1,2
315430,1,1,2
315431,1,1,2
315432,1,1,2
315433,1,1,2
315434,1,1,2
315435,1,1,2
315436,1,1,2
315437,1,1,2
315438,1,1,2
315439,1,1,2
315440,1,1,2
315441,1,1,2
315442,1,1,2
315443,1,1,2
315444,1,1,2
315445,1,1,2
315446,1,1,2
315447,1,1,2
315448,1,1,2
315449,1,1,2
315450,1,1,2
315451,1,1,2
315452,1,1,2
315453,1,1,2
315454,1,1,2
315455,1,1,2
315456,1,1,2
315457,1,1,2
315458,1,1,2
315459,1,1,2
315460,1,1,2
315461,1,1,2
315462,1,1,2
315463,1,1,2
315464,1,1,2
315465,1,1,2
315466,1,1,2
315467,1,1,2
315468,1,1,2
315469,1,1,2
315470,1,1,2
315471,1,1,2
315472,1,1,2
315473,1,1,2
315474,1,1,2
315475,1,1,2
315476,1,1,2
315477,1,1,2
315478,1,1,2
315479,1,1,2
315480,1,1,2
315481,1,1,2
315482,1,1,2
315483,1,1,2
315484,1,1,2
315485,1,1,2
315486,1,1,2
315487,1,1,2
315488,1,1,2
315489,1,1,2
315490,1,1,2
315491,1,1,2
315492,1,1,2
315493,1,1,2
315494,1,1,2
315495,1,1,2
315496,1,1,2
315497,1,1,2
315498,1,1,2
315499,1,1,2
315500,1,1,2
315501,1,1,2
315502,1,1,2
315503,1,1,2
315504,1,1,2
315505,1,1,2
315506,1,1,2
315507,1,1,2
315508,1,1,2
315509,1,1,2
315510,1,1,2
315511,1,1,2
315512,1,1,2
315513,1,1,2
315514,1,1,2
315515,1,1,2
315516,1,1,2
315517,1,1,2
315518,1,1,2
315519,1,1,2
315520,1,1,2
315521,1,1,2
315522,1,1,2
315523,1,1,2
315524,1,1,2
315525,1,1,2
315526,1,1,2
315527,1,1,2
315528,1,1,2
315529,1,1,2
315530,1,1,2
315531,1,1,2
315532,1,1,2
315533,1,1,2
315534,1,1,2
315535,1,1,2
315536,1,1,2
315537,1,1,2
315538,1,1,2
315539,1,1,2
315540,1,1,2
315541,1,1,2
315542,1,1,2
315543,1,1,2
315544,1,1,2
315545,1,1,2
315546,1,1,2
315547,1,1,2
315548,1,1,2
315549,1,1,2
315550,1,1,2
315551,1,1,2
315552,1,1,2
315553,1,1,2
315554,1,1,2
315555,1,1,2
315556,1,1,2
315557,1,1,2
315558,1,1,2
315559,1,1,2
315560,1,1,2
315561,1,1,2
315562,1,1,2
315563,1,1,2
315564,1,1,2
315565,1,1,2
315566,1,1,2
315567,1,1,2
315568,1,1,2
315569,1,1,2
315570,1,1,2
315571,1,1,2
315572,1,1,2
315573,1,1,2
315574,1,1,2
315575,1,1,2
315576,1,1,2
315577,1,1,2
315578,1,1,2
315579,1,1,2
315580,1,1,2
315581,1,1,2
315582,1,1,2
315583,1,1,2
315584,1,1,2
315585,1,1,2
315586,1,1,2
315587,1,1,2
315588,1,1,2
315589,1,1,2
315590,1,1,2
315591,1,1,2
315592,1,1,2
315593,1,1,2
315594,1,1,2
315595,1,1,2
315596,1,1,2
315597,1,1,2
315598,1,1,2
315599,1,1,2
315600,1,1,2
315601,1,1,2
315602,1,1,2
315603,1,1,2
315604,1,,1
315605,1,,1
315606,1,1,2
315607,1,1,2
315608,1,1,2
315609,1,1,2
315610,1,1,2
315611,1,1,2
315612,1,1,2
315613,1,1,2
315614,1,1,2
315615,1,1,2
315616,1,1,2
315617,1,1,2
315618,1,1,2
315619,1,1,2
315620,1,1,2
315621,1,1,2
315622,1,1,2
315623,1,,1
315624,1,1,2
315625,1,1,2
315626,1,1,2
315627,1,1,2
315628,1,1,2
315629,1,1,2
315630,1,1,2
315631,1,1,2
315632,1,1,2
315633,1,1,2
315634,1,1,2
315635,1,1,2
315636,1,1,2
315637,1,1,2
315639,1,1,2
315640,1,1,2
315641,1,1,2
315642,1,1,2
315643,1,1,2
315644,1,1,2
315645,1,1,2
315646,1,1,2
315647,1,1,2
315648,1,1,2
315649,1,1,2
315650,1,1,2
315651,1,1,2
315652,1,1,2
315653,1,1,2
315654,1,1,2
315655,1,1,2
315656,1,1,2
315657,1,1,2
315658,1,1,2
315659,1,1,2
315660,1,1,2
315661,1,1,2
315662,1,1,2
315663,1,1,2
315664,1,1,2
315665,1,1,2
315666,1,1,2
315667,1,1,2
315668,1,1,2
315669,1,1,2
315670,1,1,2
315671,1,1,2
315672,1,1,2
315673,1,1,2
315674,1,1,2
315675,1,1,2
315676,1,1,2
315677,1,1,2
315678,1,1,2
315679,1,1,2
315680,1,1,2
315681,1,1,2
315682,1,1,2
315683,1,1,2
315684,1,1,2
315685,1,1,2
315686,1,1,2
315687,1,1,2
315688,1,1,2
315689,1,1,2
315690,1,1,2
315691,1,1,2
315692,1,1,2
315693,1,1,2
315694,1,1,2
315695,1,1,2
315696,1,1,2
315697,1,1,2
315698,1,1,2
315699,1,1,2
315700,1,1,2
315701,1,1,2
315702,1,1,2
315703,1,1,2
315704,1,1,2
315705,1,1,2
315706,1,1,2
315707,1,1,2
315708,1,1,2
315709,1,1,2
315710,1,1,2
315711,1,1,2
315712,1,1,2
315713,1,1,2
315714,1,1,2
315715,1,1,2
315716,1,1,2
315717,1,1,2
315718,1,1,2
315719,1,1,2
315720,1,1,2
315721,1,1,2
315722,1,1,2
315723,1,1,2
315724,1,1,2
315725,1,1,2
315726,1,1,2
315727,1,1,2
315728,1,1,2
315729,1,1,2
315730,1,1,2
315731,1,1,2
315732,1,1,2
315733,1,1,2
315734,1,1,2
315735,1,1,2
315736,1,1,2
315737,1,1,2
315738,1,1,2
315739,1,1,2
315740,1,1,2
315741,1,1,2
315742,1,1,2
315743,1,1,2
315744,1,1,2
315745,1,1,2
315746,1,1,2
315747,1,1,2
315748,1,1,2
315749,1,1,2
315750,1,1,2
315751,1,1,2
315752,1,1,2
315753,1,1,2
315754,1,1,2
315755,1,1,2
315756,1,1,2
315757,1,1,2
315758,1,1,2
315759,1,1,2
315760,1,1,2
315761,1,1,2
315762,1,1,2
315763,1,1,2
315764,1,1,2
315765,1,1,2
315766,1,1,2
315767,1,1,2
315768,1,1,2
315769,1,1,2
315770,1,1,2
315771,1,1,2
315772,1,1,2
315773,1,1,2
315774,1,1,2
315775,1,1,2
315776,1,1,2
315777,1,1,2
315778,1,1,2
315779,1,1,2
315780,1,1,2
315781,1,1,2
315782,1,1,2
315783,1,1,2
315784,1,1,2
315785,1,1,2
315786,1,1,2
315787,1,1,2
315788,1,1,2
315789,1,1,2
315790,1,1,2
315791,1,1,2
315792,1,1,2
315793,1,1,2
315794,1,1,2
315795,1,1,2
315796,1,1,2
315797,1,1,2
315798,1,1,2
315799,1,1,2
315800,1,1,2
315801,1,1,2
315802,1,1,2
315803,1,1,2
315804,1,1,2
315805,1,1,2
315806,1,1,2
315807,1,1,2
315808,1,1,2
315809,1,1,2
315810,1,1,2
315811,1,1,2
315812,1,1,2
315813,1,1,2
315814,1,1,2
315815,1,1,2
315816,1,1,2
315817,1,1,2
315818,1,1,2
315819,1,1,2
315820,1,1,2
315821,1,1,2
315822,1,1,2
315823,1,1,2
315824,1,1,2
315825,1,1,2
315826,1,1,2
315827,1,1,2
315828,1,1,2
315829,1,1,2
315830,1,1,2
315831,1,1,2
315832,1,1,2
315833,1,1,2
315834,1,1,2
315835,1,1,2
315836,1,1,2
315837,1,1,2
315838,1,1,2
315839,1,1,2
315840,1,1,2
315841,1,1,2
315842,1,1,2
315843,1,1,2
